,Name,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
90,90,Nữ,Binh Dinh,tình cảm muốn một mình nhưng sợ cô đơn hướng nội nữa mùa,sữa chua mít đùi gà bún nước lèo,lưới fb đọc sách thích chơi cầu lông xem tin tức công nghệ,không,ocd càng tốt. không quá tính toán hơn thua vui tính náo nhiệt thích đi chơi hiền,8,9
91,91,Nam,Lao Cai,hướng ngoại vui vẻ hòa đồng lúc này lúc kia,uống trà sữa,thích đọc sách …. ko thích bị ép buộc badminton,Có,người sòng phẳng khắc kỷ không care lắm,10,7
92,92,Nam,Lao Cai,huong noi va thich o mot minh,nước trà cơm gà,xem mv ca nhạc,không,tâm lý =))) thoải mái ocd càng tốt. không quá tính toán hơn thua đừng quá bừa bộn,9,8
93,93,Nữ,Kien Giang,chia sẽ nóng nảy - ưu tư,đồ ăn chay bún chả bột sò mình thích ăn bánh tráng cuốn,kiếm tiền tắm (2l/ngày) đi tản bộ,không,để cùng nhau nói chuyện sạch sẽ một chút học tốt,8,7
94,94,Nam,Thai Binh,thường thích ở một mình nói rất nhiều lắng nghe hay dài dòng hướng nội thích không gian yên tĩnh,udon nước trà (như c2 mỳ tôm coca món nào hợp khẩu vị thì mình ăn,kiếm tiền,không,biết chia sẻ vui vẻ nhiệt tình ý thức,8,5
95,95,Nữ,Dien Bien,đôi khi hướng ngoại,các loại thức ăn nhanh bún rêu bánh cuốn,"đi mua sắm

không thích: chạy bộ tâm lý học nói chuyện cùng bạn bè vân vân...",không,ở sạch sẽ cẩn thận hiểu lễ phép giống tính cách càng tốt nhưng k nên là bạn thân,10,7
96,96,Nam,Vung Tau,bạn bè. hay dài dòng hướng ngoại với người quen,xôi bánh gạo các món nướng bún chả,đánh bóng bàn làm gốm toán,không,mạnh mẽ không thích ai có tính cách bảo thủ k ồn sau 11h người vui vẻ ồn ào đúng lúc đúng chỗ,8,7
97,97,Nam,Ha Giang,nửa nội nử ngoại ngăn nắp dù hay bày bừa (xong rồi dọn ngay),đồ chiên mình thích uống trà sữa đốc cơ thanh . khô các loại không độ),mình còn có thể chơi cầu lông nữa tâm lý học dọn dẹp,không,bạn cùng phòng biết lùa gà cẩn thận,6,8
98,98,Nam,Quang Nam,ambivert nói rất nhiều hơi hướng nội,bánh plan cơm chiên trứng,nằm dài nghe nhạc thích chơi game offline,không,.. khắc kỷ,10,8
99,99,Nam,Ca Mau,là một người hướng ngoại nói nhiều,hoành thánh sữa tươi trân châu đường đen quả thức ăn gì ngon đều yêu thích,bơi lội thích đọc hacking,không,có thể là người hoạt bát giống mình hoặc ít nói nhưng biết lắng nghe. sạch sẽ ngăn nắp,10,8
100,100,Nam,Soc Trang,,đặc biệt là mì cay bạc sỉu,thường thức tác phẩm nghệ thuật mình còn có thể chơi cầu lông nữa mình thích hát coding đi phượt,không,vui vẻ hòa đồng chung ngành học người trung thực nhưng không làm phiền người khác hay nhờ vả. có thể nhanh chóng nắm bắt cảm xúc sống thoáng biết tôn trọng,8,10
101,101,Nam,Hoa Binh,thích một mình không thích giao tiếp với người lạ dễ chịu,snack khoai tây bánh chuối chiên,thiện nguyện quay tik tok,không,thích nói chuyện,8,9
102,102,Nam,Binh Thuan,là người hướng lung tung,đặc biệt là chè không độ) come gà,đàn chơi game,không,người chịu chia sẻ cảm xúc của bản thân. học giỏi (chung ngành càng tốt) chung ngành sạch sẽ trật tự,7,7
103,103,Nữ,Thanh Hoa,ngày ngủ đêm bay là người ít nói chuyện nhưng không phải e sợ đám đông hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không,thích ăn bánh mì,thích chơi với chó mèo em thích chơi nhạc cụ văn học,không,có tính tự giác,9,10
104,104,Nam,Hung Yen,là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ hướng nội 35%,eatclean fanta cà phê sữa ăn hải sản,phim anh văn du lịch ….,không,tôn trọng quyền riêng tư của mọi người ko ồn ào với phá phách là được thống minh,10,9
105,105,Nam,Quang Tri,.... nhưng thích trải nghiệm điều mới nhưng vẫn hoà đồng hay dài dòng,...; các loại thức ăn truyền thống của miền nam như bánh xèo nước thảo mộc thích ăn đồ cay,chụp ảnh android cầu long. trống,không,sòng phẳng tiền bạc. v.v,7,8
106,106,Nữ,Binh Phuoc,một người ít nói hướng nội thích giao lưu sống lowkey,trà đá trừ đồ quá ngọt quá mặn thì cái gì cũng có thể ăn các loại đồ ngọt như chè,tập thể dục ngoài trời trí tuệ như nhau nên điều đó cũng là một sự thú bị cờ vua,Có,người không nói quá nhiều hoà hợp,8,10
107,107,Nữ,Bac Lieu,hướng ngoại khi cần thiết mình ambivert,bánh tàu hủ. các món nướng như cơm sườn canh kim chi gà hấp nước mắm,tiếng anh ..,không,bình thường vui vẻ - hài hước tôn trọng quyền riêng tư của mọi người,9,7
108,108,Nam,Hoa Binh,riêng tư,chả giò,đi dạo âm nhạc mình thích hát tâm lí học,không,người vui tính có đạo đức biết quan tâm chung ngành học,8,7
109,109,Nữ,Tay Ninh,muốn một mình nhưng sợ cô đơn sạch sẽ mình là người thích đi đâu đó mình là một người hướng ngoại,bò né cơm trộn,đi cắm trại cà phê,không,thoải mái cẩn thận,6,7
110,110,Nữ,Hai Duong,hướng ngoại thích giao tiếp vui vẻ hoà đồng là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime hướng ngoại nhung thích ở một mình thích đi dây đó,bánh bèo,đá cầu holywood bơi lội chạy bộ,không,dẫn tiếp xúc cá tính respect private space and friendly is good,7,8
111,111,Nam,Binh Phuoc,hướng ngoại khi cần thiết thích giao tiếp người đang học trường fpt hướng nội với người ngoài khó chịu,thức ăn có vị cay gà rán quả trà ô long,xem anime,không,người có ý thức gọn gàng sạch sẽ. rạch ròi về tiền bạc thích nói thật,9,7
112,112,Nam,Khanh Hoa,nhưng không phải e sợ đám đông hòa đồng không thích đám đông lắm nhưng dễ hòa nhập,nước dừa dưa hấu hủ tiếu nam vang gà phô mai,ko thích khoa học,không,gọn ràng sạch sẽ người hài hước người chịu chia sẻ cảm xúc của bản thân. đồng cảm,7,9
113,113,Nam,Binh Phuoc,có lúc hướng nội là người ít nói,pizaa ...,chơi bóng rổ đu otp,không,hoạt bát vui tính biết chia sẻ khi ở chung với nhau,8,9
114,114,Nữ,Vinh Long,một người hướng nội ko thích đi chơi thích tham gia các hoạt động xã hội khá hướng nội. thích sạch sẽ hướng nội khi không có ai,quả fanta olong,phim hành động tháo chơi thiên văn học uống cà phê,không,có ý thức trưởng thành vui tính. nhiệt tình ,5,8
115,115,Nữ,Nam Dinh ,hướng nội nhưng thích đi chơi đôi lúc hướng ngoại đôi lúc hướng nội hướng ngoại 65% một người hướng ngoại với bạn bè quyết đoán,trà dâu,ngoại ngữ lưới fb,không,vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng đánh giá,8,8
116,116,Nam,Lam Dong,là một người hướng ngoại nói nhiều thẳng tính ngày ngủ đêm bay,moutain dew nước thảo mộc hải sản nước bún trộn các loại đồ ngọt như chè,bơi lội,không,nếu chung sở thích thì càng tốt năng động biết nghĩ cho người khác. k ồn sau 11h ăn xong nhớ dọn,9,8
117,117,Nam,Tra Vinh,có lúc hướng nội trung lập cực đoan thích ở một mình- lúc thích nói chuyện nhiều người ,chỉ thích cafe phin đồ ăn: các món nước (bún đồ ăn healthy các món nhiều gia vị lẩu cá đuối,xe cộ ko thích gì hết thường hay quan tâm những tin tức về nó thích chơi bóng rổ,không,đẹp người không nói quá nhiều chung ngành sạch sẽ gọn gàng. không ích kỷ,5,8
118,118,Nam,Tien Giang,hướng nội ít nói nhưng hoà đồng thân thiện,mình rất thích ăn đồ ăn cay mì xào,xem mv ca nhạc sở thích của mình là thay vì thoát khỏi áp lực tò mò về cách vận hành của xã hội,không,mong muốn được ở cùng với người có sở thích khoa học với mình ít nói thân thiện chia sẽ,5,9
119,119,Nữ,Hai Duong,vui vẻ thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người có phần hơi thích kiểm soát thích một mình nhưng lại sợ cô đơn e là một người khá tự ti,thức ăn có vị cay sữa tươi trân châu đường đen nước rau má chỉ cần không cay là được cheese fries,nghe nhạc game online e thik chơi cầu lông,không,phải sạch sẽ,10,9
120,120,Nữ,Ha Tinh,ghét sự cô đơn mình ambivert thích được đi chơi,đồ hàn cà phê sữa...,mình thích chạy bộ học công nghệ đồ ăn ngọt thích nghe nhạc đá bóng,không,người vui tính hòa,8,8
121,121,Nữ,Son La,là một người thiếu ngủ hướng lung tung lowkey tình cảm,xoài chua chấm muối ớt chua lè mỳ quảng cơm ngon còn bánh bao hơi dở,thích học bài mình thích ngôn ngữ tâm lý học tìm hiểu những kiến thức đa ngành thích tranh biện,không,ngăn nắp là được,7,7
122,122,Nam,Bac Lieu,ít bạn chung chung là người hướng lung tung mình là một người hướng ngoại,trà ô long mỳ hoành thánh bánh mì kẹp các loại ăn đồ tự nấu,xem mv ca nhạc thích chơi game đi chơi nghe nhạc xem phim đi lượn đường,Có,bình đẳng trầm tính để ý tiểu tiết (theo hướng tích cực) không thích chung phòng,10,6
123,123,Nữ,Binh Phuoc,độc lập hướng nội nhưng thích đi chơi,ăn được uống được cơm người yêu nấu,thích hút thuốc tìm hiểu những kiến thức đa ngành võ bị người ta lùa gà tâm lí học,không,sạch sẽ không bừa bộn,8,9
124,124,Nam,Thanh Hoa,khá hướng nội. thích sạch sẽ đôi lúc hướng ngoại đôi lúc hướng nội náo động vùng trời :) hoà đồng với mng mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân,đồ ăn vặt hoặc đồ hàn thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua sữa chua mít cơm bò xào,xem phim đặc biệt là thích nhạc của sơn tùng m-tp,không,vui tính hài hước hoạt bát,8,8
125,125,Nam,Hoa Binh,khá hòa đồng hướng ngoại ít nói thích ở một mình là người thích ở một mình thích giao tiếp bình thường,ăn được uống được,ko tin học,không,thích những bạn hoạt bát nhiều chuyện ăn mặc ổn mình thích người cùng phòng vui tính hòa đồng,7,9
126,126,Nữ,Nam Dinh ,thích suy diễn mọi chuyện trên đời dễ chịu,bò nướng đồ gì có vị cay thích ăn mì cay khoai lang lắc nước cam,các hoạt động phải chạy chăn nuôi,không,thích công nghệ,8,8
127,127,Nam,Quang Ngai,nhộn nhịp,sữa chua mì trộn ăn đồ tự nấu,tiêu tiền. cờ vua gym thích xem phim chơi game,không,không tự tiện giữ vệ sinh nhà cửa sạch sẽ,9,7
128,128,Nữ,Lao Cai,tôi là một người hoạt bát hướng nội part time tùy lúc cần cù là một người ít nói,trà đào thạch sữa cơm chiên,chiêm tinh thiện nguyện uống cà phê holywood tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh.,không,sạch sẽ ngăn nắp đừng ham chơi 🤡 vì mình sẽ chơi cùng,9,7
129,129,Nam,Ca Mau,hướng ngoại part-time,bún riêu paparoti hủ tiếu xào,xem mv ca nhạc du lịch cùng bạn,không,"không có ạ có cùng sở thích là một điểm cộng nói ít 
<3",8,5
130,130,Nữ,Dak Nong,thích đi ra quán cafe để học bài,drink: (ưu tiên) nước lọc kẹo cháo lòng quả củ,thích chơi suốt ngày âm nhạc,không,ở sạch sẽ  người vui vẻ nhường nhịn biết như thế nào là bất lịch sự dễ gần ăn mặc ổn,10,9
131,131,Nữ,Bac Lieu, thích được đi chơi là một người hướng ngoại nói nhiều thích 1 mình,không độ) sushi các loại trà trái cây,mình thích chạy bộ vân vân... học hóa,không,trúa hề tính cách thẳng thắn nhưng không vô duyên người vui tính biết làm việc nhà giống mẹ thì càng tốt hoạt bát…,9,8
132,132,Nữ,Tien Giang,người hướng ngoại hướng nội trầm tính.,phô mai kéo sợi xúc xích đồ hàn canh cải củ,yoga android,không,hòa đồng,9,9
133,133,Nam,Tra Vinh,tính cách thất thường hòa đồnh,những món có vị chua mì xào,thích khoa học đánh bóng bàn coi phim anime thích vẽ tiêu tiền.,không,vui vẻ hòa đồng không ích kỷ ăn ở sạch sẽ vui vẻ - hài hước,8,9
134,134,Nữ,Thanh Hoa,một người nửa hướng nội thẳng tính dễ ngại là một người ít nói hướng nội dễ chịu,bún nước lèo đùi gà bún ốc,đếm tiền môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính ngủ coi phim ăn,Có,dễ thương không ích kỷ chăm chỉ dẫn tiếp xúc,10,8
135,135,Nam,Ninh Binh,người suy nghĩ nhiều nhưng lúc high thì lại muốn nói rất nhiều riêng tư vui tính thích một mình,thích đồ tự nấu mặn,học hỏi thể hình đông y coi phim hoạt hình mình thích đọc tiểu thuyết và truyện tranh,không,có thói quen dọn dẹp ăn ở sạch sẽ thật sự như mình nói trên miễn bạn cùng phòng biết nói chuyện là được :) tốt bụng đừng ham chơi 🤡 vì mình sẽ chơi cùng,5,10
